Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,HeatingQC,CentralAir,Electrical,BsmtFullBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,GarageCond,PavedDrive,Fence,SaleType,SaleCondition,SalePrice,group,lotarea_new,grlivarea_new,_1stflrsf_new,age_built,age_remode,y
2463,50,RM,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,5,6,Other,type2,type2,TA,type1,TA,TA,No,351,Gd,Y,type2,1,1,2,1,Gd,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,,test,8.719317376,7.155396302,6.805722553,85,61,
2464,70,RM,Pave,OT,Reg,Low,Other,OldTown,Norm,Type1,Type2,6,8,Other,type2,type2,TA,CBlock,TA,TA,No,0,Ex,Y,type2,0,2,4,1,TA,8,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,,test,8.956093076,7.724888439,7.003065459,93,16,
2465,50,RL,Pave,Pa,Reg,Bnk,Other,BrkSide,Norm,Type1,Type1,6,7,Other,type2,type2,TA,PConc,TA,TA,No,0,Ex,Y,type1,0,1,3,1,Gd,7,0,OT,type1,2,TA,TA,P,OT,old,Normal,,test,9.088172738,7.226936019,6.622736324,91,61,
2466,50,RL,Pave,OT,Reg,Low,Other,BrkSide,Norm,Type1,Type1,5,5,Other,type3,type3,TA,PConc,Fa,TA,No,0,TA,Y,type1,0,1,4,1,TA,7,0,OT,type1,2,TA,TA,Y,OT,old,Family,,test,9.053686562,7.182352112,6.866933285,85,61,
2467,70,RM,Pave,OT,IR,Low,Other,OldTown,Artery,Type1,Type2,7,6,Other,type2,type2,TA,type1,TA,TA,No,336,Gd,N,type2,1,1,3,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,GdPrv,old,Normal,,test,8.648221454,7.203405521,6.510258341,82,21,
2468,45,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type1,5,4,Other,type1,type1,TA,CBlock,TA,TA,No,0,TA,N,type2,0,2,3,1,TA,7,0,OT,type1,1,TA,Fa,Y,MnPrv,old,Family,,test,8.644706512,7.067319849,6.838405201,110,61,
2469,50,RM,Pave,Gr,Reg,Low,Other,OldTown,Norm,Type1,Type1,5,3,Other,type1,type1,TA,CBlock,TA,TA,No,0,TA,N,type2,0,1,2,1,TA,6,0,OT,type1,1,TA,TA,N,MnPrv,old,Family,,test,8.644706512,7.101675972,6.876264612,110,61,
2470,80,RM,Pave,OT,Reg,Low,Other,IDOTRR,Norm,Type1,Type2,6,6,Other,type3,type3,TA,CBlock,TA,TA,No,375,Fa,Y,type1,0,3,5,1,TA,9,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.487972109,7.738052298,7.311218384,48,48,
2471,60,RM,Pave,Gr,Reg,Low,Other,IDOTRR,Norm,Type1,Type2,7,9,Other,type3,type3,TA,CBlock,TA,TA,No,354,Ex,Y,type1,0,1,4,1,Gd,8,2,TA,type1,1,TA,TA,Y,OT,old,Normal,,test,9.188094763,7.576609767,6.883462586,61,6,
2472,50,RM,Pave,Gr,Reg,Low,Other,IDOTRR,Norm,Type1,Type1,6,5,Other,type2,type2,TA,CBlock,TA,Fa,No,375,Gd,Y,type1,0,1,3,1,TA,7,1,Gd,type1,2,TA,TA,N,OT,old,Normal,,test,9.241839039,7.687080156,7.037027615,96,61,
2473,190,RM,Pave,Gr,Reg,Low,Other,IDOTRR,Norm,Type2,Type1,4,6,Other,type2,type2,TA,type1,Fa,TA,No,681,TA,Y,type1,1,2,3,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Family,,test,8.373322821,7.181591945,6.731018101,53,53,
2474,50,RM,Pave,Gr,Reg,Low,Other,IDOTRR,Artery,Type1,Type1,4,1,Other,type2,type2,Fa,CBlock,TA,Fa,No,0,Fa,Y,type1,0,2,3,1,TA,6,0,OT,type1,1,TA,Fa,N,OT,old,Family,,test,9.241839039,7.302496424,6.763884909,101,61,
2475,70,RL,Pave,OT,Reg,Bnk,Other,Sawyer,Artery,Type1,Type2,7,8,Other,type2,type2,TA,CBlock,TA,TA,No,288,TA,Y,type1,1,1,3,1,TA,7,2,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.464051925,7.726212651,7.140453043,74,31,
2476,190,RL,Pave,OT,IR,Low,Other,SWISU,Norm,Type2,Type1,5,6,Other,type3,type3,TA,CBlock,TA,TA,No,485,TA,N,type1,1,1,2,1,TA,4,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,,test,8.408270784,7.156176638,6.656726524,69,32,
2477,190,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type2,Type1,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,925,TA,Y,type1,1,1,3,1,TA,6,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,,test,9.326789185,6.906754779,6.906754779,48,48,
2478,85,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type1,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,785,Gd,Y,type1,1,1,2,1,TA,6,1,TA,type1,2,TA,TA,Y,OT,old,Normal,,test,9.326789185,7.280697195,7.280697195,47,31,
2479,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type1,Type2,4,3,Other,type3,type3,TA,CBlock,TA,TA,No,513,TA,Y,type1,1,1,3,1,TA,5,0,OT,type1,2,TA,TA,N,MnPrv,old,Normal,,test,9.567944884,6.912742821,6.912742821,47,47,
2480,80,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,8,Hip,type3,type3,Gd,CBlock,TA,TA,Gd,68,TA,Y,type1,0,2,3,1,TA,5,1,Po,type1,2,TA,TA,Y,OT,old,Normal,,test,9.557399229,6.927557906,6.927557906,47,10,
2481,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,4,Other,type3,type3,TA,CBlock,TA,TA,Mn,249,TA,Y,type1,1,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,Y,MnPrv,old,Normal,,test,9.365376374,6.946975992,6.946975992,45,45,
2482,190,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type2,Type2,5,6,Other,type3,type3,TA,CBlock,Gd,TA,Mn,748,Gd,Y,type1,1,1,2,1,TA,6,0,OT,type1,2,TA,TA,Y,GdPrv,old,Normal,,test,9.038958755,6.766191715,6.766191715,40,21,
2483,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,Mn,168,TA,Y,type1,0,1,3,1,TA,5,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,,test,9.067047202,6.799055862,6.799055862,43,43,
2484,20,RL,Pave,OT,IR,Low,Other,Sawyer,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,114,TA,Y,type1,1,1,2,1,TA,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,,test,9.035748861,6.849066283,6.849066283,44,44,
2485,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,TA,No,216,Ex,Y,type1,1,1,3,1,Gd,6,0,OT,type1,1,TA,TA,Y,MnPrv,old,Normal,,test,9.008101781,6.81563999,6.81563999,45,45,
2486,20,RL,Pave,OT,Reg,Bnk,Other,Sawyer,Pos,Type1,Type2,5,5,Hip,type3,type3,TA,CBlock,TA,TA,No,386,Gd,Y,type1,1,1,3,1,TA,6,1,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,,test,9.559235129,7.22620901,7.22620901,55,13,
2487,60,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type1,Type2,5,4,Other,type2,type2,TA,CBlock,Gd,TA,No,267,Fa,Y,type1,0,3,4,1,TA,11,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.727883384,7.883823215,7.356918242,91,15,
2488,50,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type1,7,8,Other,type2,type2,TA,type1,TA,TA,No,258,Ex,Y,type2,0,1,2,1,Gd,6,2,Gd,Attchd,1,TA,TA,Y,MnPrv,old,Normal,,test,8.847934753,7.171656823,6.682108597,71,13,
2489,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,6,5,Other,type3,type3,TA,CBlock,TA,TA,No,736,TA,Y,type1,0,1,3,1,Gd,6,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.339173244,7.169350017,7.169350017,57,16,
2490,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Artery,Type1,Type2,5,6,Other,type3,type3,TA,CBlock,TA,TA,Mn,190,TA,Y,type1,1,1,3,1,TA,6,2,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,,test,9.530247592,7.069874129,7.069874129,53,13,
2491,20,RL,Pave,OT,Reg,Low,Other,Sawyer,Norm,Type1,Type2,4,7,Other,type2,type2,Fa,Slab,OT,Fa,OT,0,TA,N,type2,0,1,3,1,TA,5,0,OT,type1,2,Fa,TA,Y,OT,old,Normal,,test,9.104979856,6.905753276,6.905753276,66,61,
2492,20,RL,Pave,OT,Reg,Low,Other,ClearCr,Norm,Type1,Type2,6,5,Hip,type2,type2,TA,PConc,Gd,TA,No,299,Ex,Y,type1,0,2,3,1,TA,7,1,TA,Attchd,2,TA,TA,Y,GdPrv,old,Normal,,test,9.312445595,7.327780538,7.327780538,27,27,
2493,20,RL,Pave,OT,IR,Low,Other,Edwards,Norm,Type1,Type2,5,7,Hip,type2,type2,TA,CBlock,TA,Gd,Mn,300,Ex,Y,type1,0,2,3,1,Gd,6,1,TA,type1,2,TA,TA,Y,OT,old,Normal,,test,9.772296277,7.189167738,7.189167738,63,6,
2494,20,RL,Pave,OT,IR,Low,Other,Edwards,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,587,TA,Y,type1,0,2,3,1,TA,6,1,TA,type1,2,TA,TA,P,OT,old,Normal,,test,10.02976772,7.396335294,7.396335294,58,58,
2495,20,RL,Pave,OT,Reg,Low,Other,Edwards,Artery,Type1,Type2,4,5,Other,type2,type2,TA,CBlock,TA,TA,No,0,TA,N,type1,0,1,2,1,TA,4,0,OT,Attchd,1,TA,TA,N,OT,old,Normal,,test,9.787403074,7.124478263,7.124478263,65,61,
2496,20,RL,Pave,OT,IR,Low,Other,ClearCr,Norm,Type1,Type2,6,7,Hip,type2,type2,TA,CBlock,Gd,Fa,No,353,Ex,Y,type1,0,3,4,1,Gd,6,2,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.447071197,7.792348924,7.792348924,57,17,
2497,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,6,6,Other,type2,type2,TA,CBlock,TA,TA,No,491,Ex,Y,type1,0,1,3,1,Gd,6,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,,test,9.260272741,7.39387829,6.895682698,57,57,
2498,20,RL,Pave,OT,Reg,Low,Other,SWISU,Norm,Type1,Type2,5,5,Other,type2,type2,TA,CBlock,TA,TA,No,453,TA,Y,type1,0,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,,test,8.594154233,6.761572769,6.761572769,53,53,
2499,30,RL,Pave,OT,IR,Low,CulD,Edwards,Norm,Type1,Type2,4,5,Other,type3,type3,TA,Slab,OT,Fa,OT,0,TA,N,type1,0,1,3,1,Gd,5,0,OT,type1,1,TA,TA,N,OT,old,Normal,,test,9.351405812,6.849066283,6.849066283,53,17,
2500,120,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,6,Other,type2,type2,Gd,CBlock,TA,TA,No,283,Gd,Y,type1,0,2,2,1,TA,5,0,OT,Attchd,1,TA,TA,Y,OT,old,Normal,,test,8.260751355,6.945051064,6.945051064,27,27,
2501,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,6,Other,type2,type2,TA,CBlock,Fa,TA,No,557,Ex,Y,type1,1,1,4,1,TA,7,0,OT,type1,1,TA,TA,Y,OT,old,Normal,,test,9.135616826,7.201916318,7.201916318,60,60,
2502,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,5,6,Other,type2,type2,TA,PConc,TA,TA,Mn,1080,TA,N,type1,1,1,4,1,TA,7,1,Gd,Attchd,1,TA,TA,Y,OT,old,Normal,,test,9.314700387,7.299797367,6.98471632,60,17,
2503,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,4,5,Other,type2,type2,Fa,type1,TA,Fa,No,0,Fa,N,type1,0,2,4,1,TA,7,0,OT,type1,1,Fa,TA,P,MnPrv,old,Normal,,test,8.929302842,7.216709487,6.893656355,91,61,
2504,50,RL,Pave,OT,Reg,Low,Other,SawyerW,Artery,Type1,Type1,6,5,Other,type2,type2,TA,CBlock,TA,TA,No,0,Ex,Y,type1,0,2,4,1,Gd,7,1,Po,Attchd,2,TA,TA,P,OT,old,Normal,,test,10.08247021,7.507690078,7.007600614,27,27,
2505,60,RL,Pave,OT,Reg,Low,Other,SawyerW,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,Gd,No,497,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.139595968,7.579678823,6.936342736,17,10,
2506,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,,test,9.124564595,7.409136444,7.409136444,4,4,
2507,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,8,0,OT,Attchd,3,TA,TA,Y,OT,New,Partial,,test,9.257319373,7.668561108,7.668561108,5,4,
2508,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,,test,9.233568498,7.409136444,7.409136444,4,4,
2509,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,20,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,3,TA,TA,Y,OT,old,Normal,,test,9.37160852,7.343426229,7.343426229,6,5,
2510,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,No,36,Ex,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.077951184,7.313220387,7.313220387,5,5,
2511,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,2,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,8.88765269,7.14677218,7.14677218,6,5,
2512,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Gd,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.139488631,7.492760301,6.778784898,6,5,
2513,60,RL,Pave,OT,IR,Low,Other,SawyerW,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,608,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,GdPrv,old,Normal,,test,9.091894617,7.535296702,6.852242569,23,23,
2514,20,RL,Pave,OT,IR,Low,Other,ClearCr,Norm,Type1,Type2,8,6,Other,type2,type2,Gd,CBlock,Gd,Gd,Gd,51,Ex,Y,type1,2,0,0,1,Gd,5,2,Fa,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.906682443,7.463363046,7.463363046,35,35,
2515,20,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,PConc,Gd,TA,No,550,Gd,Y,type1,0,1,3,1,TA,6,0,OT,type1,2,TA,TA,Y,OT,old,Normal,,test,9.562193711,6.929516771,6.929516771,17,17,
2516,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,6,6,Other,type3,type3,TA,PConc,Gd,TA,No,539,Ex,Y,type1,1,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.21243817,7.176254532,6.470799504,14,5,
2517,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,5,7,Other,type3,type3,TA,PConc,Gd,Gd,No,420,Ex,Y,type1,1,1,3,1,TA,5,0,OT,type1,1,TA,TA,Y,OT,old,Normal,,test,9.039314775,6.897704943,6.897704943,17,17,
2518,20,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,PConc,Gd,TA,No,549,Ex,Y,type1,1,1,3,1,TA,6,0,OT,Attchd,1,TA,TA,Y,GdPrv,old,Normal,,test,9.714805813,7.00033446,7.00033446,15,15,
2519,60,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Gd,342,Ex,Y,type1,0,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.289151552,7.535296702,6.895682698,12,12,
2520,60,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,638,Ex,Y,type1,1,2,3,1,TA,7,1,Fa,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.421573272,7.469083885,6.748759548,13,12,
2521,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.16356318,7.432483808,6.739336627,10,10,
2522,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,841,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.08545719,7.518607217,6.892641641,11,11,
2523,20,RL,Pave,OT,IR,Bnk,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,663,TA,Y,type1,0,1,3,1,TA,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Family,,test,9.375854811,6.795705775,6.795705775,37,37,
2524,80,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,502,TA,Y,type1,0,2,3,1,TA,6,1,Fa,type1,2,TA,TA,Y,OT,old,Normal,,test,9.066470002,6.932447892,6.932447892,35,35,
2525,80,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,5,7,Other,type3,type3,TA,CBlock,TA,Fa,Mn,755,TA,Y,type1,0,2,3,1,TA,6,1,Fa,type1,2,TA,TA,Y,MnPrv,old,Normal,,test,9.181940898,6.91671502,6.91671502,34,34,
2526,20,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Mn,539,TA,Y,type1,0,1,3,1,TA,5,0,OT,type1,2,TA,TA,Y,MnPrv,old,Normal,,test,9.102977854,6.946975992,6.946975992,34,34,
2527,20,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,5,4,Other,type3,type3,TA,CBlock,Gd,TA,Mn,60,TA,Y,type1,1,1,3,1,TA,5,0,OT,Attchd,1,TA,TA,Y,MnPrv,old,Normal,,test,9.698920387,6.81014245,6.81014245,34,34,
2528,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,5,6,Hip,type3,type3,TA,CBlock,TA,TA,No,330,TA,Y,type1,0,1,3,1,TA,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.177300518,6.778784898,6.778784898,36,36,
2529,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,TA,CBlock,TA,TA,No,671,Gd,Y,type1,1,1,3,1,Ex,5,0,OT,type1,2,Gd,Ex,Y,OT,old,Normal,,test,8.881836305,6.761572769,6.761572769,39,11,
2530,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,4,8,Other,type3,type3,TA,CBlock,TA,TA,No,385,Gd,Y,type1,0,1,3,1,Gd,5,0,OT,type1,2,TA,TA,Y,OT,old,Normal,,test,8.881836305,6.774223886,6.774223886,39,5,
2531,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,TA,TA,Gd,1412,Ex,Y,type1,1,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.337325384,7.422373701,7.422373701,11,11,
2532,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,654,Ex,Y,type1,1,2,3,1,Gd,7,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.076694687,7.566311015,6.899723107,8,8,
2533,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.00675432,7.455298486,6.756932389,9,9,
2534,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Hip,type3,type3,Gd,PConc,Gd,TA,Gd,408,Ex,Y,type1,0,2,3,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.386560017,7.372746366,7.372746366,17,16,
2535,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,1198,Ex,Y,type1,1,2,4,1,Gd,7,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.45155957,7.799343398,7.333676396,10,10,
2536,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,762,Ex,Y,type1,1,2,3,1,Gd,7,2,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.635281257,7.596894438,7.100027167,15,9,
2537,20,RL,Pave,OT,IR,Low,CulD,CollgCr,Norm,Type1,Type2,8,5,Other,type3,type3,Gd,PConc,Gd,TA,Gd,915,Ex,Y,type1,1,1,1,1,Gd,5,1,TA,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.754233199,7.201170883,7.201170883,12,11,
2538,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,7,0,OT,Attchd,2,TA,TA,Y,OT,New,Partial,,test,9.005159521,7.297091005,6.603943825,4,4,
2539,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,709,Ex,Y,type1,1,2,2,1,Gd,5,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.078978054,7.081708586,7.081708586,6,6,
2540,20,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,6,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Ex,Y,type1,0,2,3,1,Gd,6,1,Gd,Attchd,2,TA,TA,Y,OT,New,Partial,,test,9.028098812,7.192934221,7.192934221,5,4,
2541,60,RL,Pave,OT,Reg,Low,Other,CollgCr,Norm,Type1,Type2,7,5,Other,type3,type3,Gd,PConc,Gd,TA,No,0,Gd,Y,type1,0,2,3,1,Gd,7,1,Gd,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.027978814,7.307202315,6.603943825,5,5,
2542,60,RL,Pave,OT,IR,Low,Other,CollgCr,Norm,Type1,Type2,5,5,Other,type3,type3,Gd,PConc,Gd,TA,Mn,0,Ex,Y,type1,0,2,3,1,Gd,6,0,OT,Attchd,2,TA,TA,Y,OT,old,Normal,,test,9.109967398,7.336936914,6.643789733,6,6,
2543,85,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,5,5,Other,type3,type3,TA,CBlock,Gd,TA,Gd,936,Gd,Y,type1,1,1,2,1,TA,4,1,Fa,Attchd,1,TA,TA,Y,OT,old,Family,,test,9.192685437,6.841615477,6.841615477,44,44,
2544,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,4,6,Other,type3,type3,TA,CBlock,TA,TA,No,132,TA,Y,type1,0,1,2,1,TA,4,0,OT,type1,2,TA,TA,P,OT,old,Normal,,test,9.024974185,6.992096427,6.992096427,48,48,
2545,50,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type1,5,6,Other,type3,type3,TA,CBlock,TA,TA,No,130,TA,Y,type1,1,1,3,1,TA,7,1,Gd,type1,2,TA,TA,N,OT,old,Normal,,test,9.698122523,7.208600338,6.803505258,86,61,
2546,20,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,6,6,Hip,type3,type3,TA,CBlock,TA,TA,No,0,Gd,Y,type1,0,1,2,1,TA,5,0,OT,Attchd,2,TA,TA,P,GdPrv,old,Normal,,test,9.016755623,7.072421901,7.072421901,51,51,
2547,80,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,6,6,Other,type3,type3,TA,CBlock,TA,TA,Mn,504,TA,Y,type1,1,1,3,1,TA,7,1,Fa,type1,2,TA,Fa,Y,OT,old,Normal,,test,8.745921121,6.950814768,6.950814768,35,35,
2548,90,RL,Pave,OT,IR,Low,CulD,Edwards,Norm,Type2,Type2,5,6,Other,type3,type3,TA,Slab,OT,Fa,OT,0,TA,Y,type1,0,2,5,2,TA,11,0,OT,Attchd,2,TA,Gd,Y,OT,old,Normal,,test,9.164819857,7.711101252,7.003065459,32,32,
2549,60,RL,Pave,OT,Reg,Low,Other,Edwards,Norm,Type1,Type2,5,5,Other,type3,type3,TA,PConc,Gd,Gd,No,611,Gd,Y,type1,1,2,3,1,TA,6,0,OT,BuiltIn,2,TA,TA,Y,OT,old,Normal,,test,8.856945756,7.249925537,6.598509029,6,5,
2550,20,RL,Pave,OT,IR,Bnk,Other,Edwards,Norm,Type1,Type2,10,5,Hip,type3,type3,Ex,PConc,Ex,TA,Gd,4010,Ex,Y,type1,1,2,2,1,Ex,15,2,Gd,Attchd,3,TA,TA,Y,OT,New,Partial,,test,10.57872531,8.536014946,8.45361421,3,2,
